Date,CO,SO2,O3,AQI,latitude,longitude
17-04-2024,1.67,15.47,,557,12.972149,79.162533
17-04-2024,1.94,14.26,,114,12.972149,79.162533
17-04-2024,2.57,17.02,,148,12.972149,79.162533
17-04-2024,1.64,15.8,,99,12.972149,79.162533
17-04-2024,6.67,15.07,,117,12.972149,79.162533
17-04-2024,8.85,15.37,,275,12.972149,79.162533
17-04-2024,3.87,15,6.9,183,12.972149,79.162533
17-04-2024,18.76,16.78,11.46,336,12.972149,79.162533
17-04-2024,26.51,13.74,4.91,468,12.972149,79.162533
17-04-2024,86.72,14.31,4.77,776,12.972149,79.162533
17-04-2024,84.21,15.67,4.26,805,12.972149,79.162533
17-04-2024,72.58,14.63,4.33,705,12.972149,79.162533
17-04-2024,79.53,14.95,4.81,740,12.972149,79.162533
17-04-2024,83.72,15.31,3.68,751,12.972149,79.162533
17-04-2024,89.85,14.18,4.91,798,12.972149,79.162533
17-04-2024,10.63,13.06,6.21,494,12.972149,79.162533
17-04-2024,5.06,19.54,6.16,234,12.972149,79.162533
17-04-2024,,,,,12.972149,79.162533
17-04-2024,2.77,15.37,0.61,,12.972149,79.162533
17-04-2024,9.72,13.18,1.4,327,12.972149,79.162533
17-04-2024,6.96,14.75,3.47,257,12.972149,79.162533
17-04-2024,10.41,15.01,4.9,300,12.972149,79.162533
17-04-2024,12.59,14.26,5.87,309,12.972149,79.162533
17-04-2024,13.53,14.56,9.6,316,12.972149,79.162533
17-04-2024,8.64,15.3,13.19,296,12.972149,79.162533
17-04-2024,8.14,14.51,12.45,240,12.972149,79.162533
17-04-2024,8.38,16.6,11.84,220,12.972149,79.162533
17-04-2024,15.47,14.21,10.05,460,12.972149,79.162533
17-04-2024,7.66,16.13,9.81,341,12.972149,79.162533
17-04-2024,6.39,16.15,13.7,216,12.972149,79.162533
17-04-2024,6.08,12.29,13.13,174,12.972149,79.162533
17-04-2024,12,16.32,5.48,252,12.972149,79.162533
17-04-2024,10.91,16.16,5.98,283,12.972149,79.162533
17-04-2024,8.82,24.81,8.68,282,12.972149,79.162533
17-04-2024,7.42,12.24,5,189,12.972149,79.162533
17-04-2024,8.91,21.48,12.97,204,12.972149,79.162533
17-04-2024,9.15,17.68,8.36,207,12.972149,79.162533
17-04-2024,10.05,16.66,8.61,218,12.972149,79.162533
17-04-2024,10.51,21.2,19.87,243,12.972149,79.162533
17-04-2024,9.72,17.27,10.35,219,12.972149,79.162533
17-04-2024,10.79,19.62,9.14,247,12.972149,79.162533
17-04-2024,10.08,17.77,15.97,235,12.972149,79.162533
17-04-2024,10.47,17.62,11.2,234,12.972149,79.162533
17-04-2024,9.36,17.58,15.72,217,12.972149,79.162533
17-04-2024,9.63,16.95,18.89,222,12.972149,79.162533
17-04-2024,9.38,16.72,14.63,241,12.972149,79.162533
17-04-2024,9.59,17.76,14.99,225,12.972149,79.162533
17-04-2024,10.14,17.93,13.9,241,12.972149,79.162533
17-04-2024,10.17,18.76,13.79,237,12.972149,79.162533
17-04-2024,10.7,16.32,14.67,251,12.972149,79.162533
17-04-2024,9.91,19.29,18.16,220,12.972149,79.162533
17-04-2024,9.75,19.07,15.42,221,12.972149,79.162533
17-04-2024,9.5,16.87,14.27,226,12.972149,79.162533
17-04-2024,7.3,15.49,19,208,12.972149,79.162533
17-04-2024,9.52,14.48,21.74,190,12.972149,79.162533
17-04-2024,10.07,18.22,22.56,250,12.972149,79.162533
17-04-2024,11.17,17.75,21.14,280,12.972149,79.162533
17-04-2024,13.68,18.36,20.81,306,12.972149,79.162533
17-04-2024,10.01,18.85,24.79,249,12.972149,79.162533
17-04-2024,9.75,15.82,26.39,213,12.972149,79.162533
17-04-2024,,,,135,12.972149,79.162533
17-04-2024,,,,,12.972149,79.162533
17-04-2024,,,,,12.972149,79.162533
17-04-2024,10.17,14.36,14.84,,12.972149,79.162533
17-04-2024,12.67,16.95,11.63,268,12.972149,79.162533
17-04-2024,11.31,19.61,15.38,267,12.972149,79.162533
17-04-2024,9.8,19.37,17.5,216,12.972149,79.162533
17-04-2024,9.66,18.59,17.44,212,12.972149,79.162533
17-04-2024,9.82,18.28,17.65,214,12.972149,79.162533
17-04-2024,9.5,15.28,16.47,222,12.972149,79.162533
17-04-2024,10.63,17.44,17.34,216,12.972149,79.162533
17-04-2024,10.36,17.85,20.24,236,12.972149,79.162533
17-04-2024,10.2,18.46,16.83,225,12.972149,79.162533
17-04-2024,12.02,17.38,12.94,231,12.972149,79.162533
17-04-2024,10.75,18.03,22.44,298,12.972149,79.162533
17-04-2024,11.23,17.61,41.28,267,12.972149,79.162533
17-04-2024,,,,236,12.972149,79.162533
17-04-2024,16.49,18.79,6.38,,12.972149,79.162533
17-04-2024,14.78,19.31,6,301,12.972149,79.162533
17-04-2024,14.48,7.63,20.62,311,12.972149,79.162533
17-04-2024,13.2,6.74,26.4,313,12.972149,79.162533
17-04-2024,11.74,9.97,20.38,267,12.972149,79.162533
17-04-2024,11.25,12.49,20.13,232,12.972149,79.162533
17-04-2024,10.91,13.29,22.39,229,12.972149,79.162533
17-04-2024,11.07,9.61,24.3,227,12.972149,79.162533
17-04-2024,11.09,18.51,18.52,236,12.972149,79.162533
17-04-2024,10.27,66.98,37.01,326,12.972149,79.162533
17-04-2024,16.66,61.24,33.7,395,12.972149,79.162533
17-04-2024,20.67,49.8,29.53,507,12.972149,79.162533
17-04-2024,18.56,15.83,31.21,423,12.972149,79.162533
17-04-2024,10.15,18.17,29.43,315,12.972149,79.162533
17-04-2024,7.8,19.72,30.68,213,12.972149,79.162533
17-04-2024,12.23,26.31,37.64,263,12.972149,79.162533
17-04-2024,9.38,30.72,36.65,355,12.972149,79.162533
18-04-2024,9.03,26.45,33.14,362,12.972149,79.162533
18-04-2024,6.95,28.44,41.7,236,12.972149,79.162533
18-04-2024,7.04,40,40.57,192,12.972149,79.162533
18-04-2024,7.31,28.08,32.65,230,12.972149,79.162533
18-04-2024,11.05,60.04,33.06,278,12.972149,79.162533
18-04-2024,18.84,24.52,31.59,390,12.972149,79.162533
18-04-2024,19.66,46.6,33.34,509,12.972149,79.162533
18-04-2024,29.49,49.33,15.74,472,12.972149,79.162533
18-04-2024,26.06,23.81,41,457,12.972149,79.162533
18-04-2024,16.39,33.31,41.24,721,12.972149,79.162533
18-04-2024,12.95,19.34,50.18,420,12.972149,79.162533
18-04-2024,11.74,16.14,47.43,417,12.972149,79.162533
18-04-2024,10.97,16.78,56.43,390,12.972149,79.162533
18-04-2024,7.51,66.19,35,361,12.972149,79.162533
18-04-2024,24.81,67.31,33.84,550,12.972149,79.162533
18-04-2024,16.58,104.29,44.5,538,12.972149,79.162533
18-04-2024,17.91,101.88,77.28,498,12.972149,79.162533
18-04-2024,36.74,90.76,52.82,517,12.972149,79.162533
18-04-2024,42.99,106.41,27.74,901,12.972149,79.162533
18-04-2024,62.88,127.84,55.03,929,12.972149,79.162533
18-04-2024,38.8,131.99,42.9,850,12.972149,79.162533
18-04-2024,48.64,111.22,62.31,669,12.972149,79.162533
18-04-2024,51.7,113.03,58.29,1141,12.972149,79.162533
18-04-2024,47.15,130.27,67.89,707,12.972149,79.162533
18-04-2024,98.33,110.08,48.07,1577,12.972149,79.162533
18-04-2024,118.02,160.06,37.21,1747,12.972149,79.162533
18-04-2024,45.88,113.64,36.02,1065,12.972149,79.162533
18-04-2024,5.06,124.92,28.71,195,12.972149,79.162533
18-04-2024,5.85,132.05,42.6,291,12.972149,79.162533
18-04-2024,6.11,130.2,26.06,313,12.972149,79.162533
18-04-2024,10.23,99.05,37.6,333,12.972149,79.162533
18-04-2024,6.84,81.21,48.09,338,12.972149,79.162533
18-04-2024,15.17,112.56,62.34,371,12.972149,79.162533
18-04-2024,15.07,102.74,74.34,463,12.972149,79.162533
18-04-2024,24,118.4,55.49,419,12.972149,79.162533
18-04-2024,45.76,143.12,55.83,700,12.972149,79.162533
18-04-2024,37.88,140.1,45.65,1043,12.972149,79.162533
18-04-2024,55.69,117.82,47.4,1029,12.972149,79.162533
18-04-2024,69.71,122.74,43.8,1041,12.972149,79.162533
18-04-2024,55.08,123.22,43,1430,12.972149,79.162533
18-04-2024,14.63,113.88,54.62,765,12.972149,79.162533
18-04-2024,40.22,104.74,60.03,599,12.972149,79.162533
18-04-2024,30.39,107.36,40.02,764,12.972149,79.162533
18-04-2024,6.14,103.62,78.13,330,12.972149,79.162533
18-04-2024,5.49,88.67,86.71,205,12.972149,79.162533
18-04-2024,5.78,85.69,88.35,164,12.972149,79.162533
18-04-2024,5.9,58.91,39.29,187,12.972149,79.162533
18-04-2024,5.46,31.81,66.39,149,12.972149,79.162533
18-04-2024,7.19,45.02,40.27,215,12.972149,79.162533
18-04-2024,5.58,74.08,83.18,284,12.972149,79.162533
18-04-2024,5.9,114.3,59.39,167,12.972149,79.162533
18-04-2024,26.28,98.31,42.01,337,12.972149,79.162533
18-04-2024,28.06,115.96,53.61,696,12.972149,79.162533
18-04-2024,15.98,86.58,58.81,295,12.972149,79.162533
18-04-2024,20.79,112.57,51.5,565,12.972149,79.162533
18-04-2024,11.42,116.77,61.73,400,12.972149,79.162533
18-04-2024,7.54,105.41,72.02,250,12.972149,79.162533
18-04-2024,6.33,102.44,75.64,232,12.972149,79.162533
18-04-2024,5.7,99.74,105.69,174,12.972149,79.162533
18-04-2024,7.16,98.89,66.87,198,12.972149,79.162533
18-04-2024,17.88,109.76,48.64,340,12.972149,79.162533
18-04-2024,8.72,102.25,56.86,355,12.972149,79.162533
18-04-2024,7.78,114.05,73.53,246,12.972149,79.162533
18-04-2024,5.95,99.05,93.19,216,12.972149,79.162533
18-04-2024,25.81,110.69,79.46,306,12.972149,79.162533
18-04-2024,19.89,127.91,54.97,650,12.972149,79.162533
18-04-2024,29.6,116.39,67.14,515,12.972149,79.162533
18-04-2024,15.17,85.87,65.28,529,12.972149,79.162533
18-04-2024,26.95,111.43,65.58,404,12.972149,79.162533
18-04-2024,43.47,113.39,58.08,773,12.972149,79.162533
18-04-2024,30.55,112.46,61.52,763,12.972149,79.162533
18-04-2024,14.9,113.34,65.25,474,12.972149,79.162533
18-04-2024,6.85,115.41,90.79,343,12.972149,79.162533
18-04-2024,7.58,102.36,69.02,278,12.972149,79.162533
18-04-2024,9.26,103.46,93.51,256,12.972149,79.162533
18-04-2024,13.87,70.3,105.33,300,12.972149,79.162533
18-04-2024,19.42,93.3,65.69,532,12.972149,79.162533
18-04-2024,25.96,93.86,36.51,534,12.972149,79.162533
18-04-2024,31.55,113.82,41.95,738,12.972149,79.162533
18-04-2024,23.19,107.58,50.46,622,12.972149,79.162533
18-04-2024,8.91,101.93,48.73,517,12.972149,79.162533
18-04-2024,5.86,89.53,68.56,216,12.972149,79.162533
18-04-2024,16.31,103.2,55.23,316,12.972149,79.162533
18-04-2024,44.57,92.55,59.41,586,12.972149,79.162533
18-04-2024,30.4,95.48,47.58,898,12.972149,79.162533
18-04-2024,20.58,106.65,43.23,421,12.972149,79.162533
18-04-2024,22.69,86.78,10.99,542,12.972149,79.162533
18-04-2024,14.34,83.85,51.68,610,12.972149,79.162533
18-04-2024,44.01,127.99,12.21,716,12.972149,79.162533
18-04-2024,29.54,119.07,41.74,804,12.972149,79.162533
18-04-2024,32.42,100.99,31.7,656,12.972149,79.162533
18-04-2024,65.07,128.78,25.03,1201,12.972149,79.162533
18-04-2024,52.45,100.85,60.49,,12.972149,79.162533
18-04-2024,30.7,113.34,59.23,595,12.972149,79.162533
18-04-2024,9.92,124.11,70.9,384,12.972149,79.162533
18-04-2024,29.44,91.67,47.71,332,12.972149,79.162533
18-04-2024,52.63,100.55,40.9,1155,12.972149,79.162533
18-04-2024,89.57,124.43,40.06,1355,12.972149,79.162533
18-04-2024,52.92,96.19,43.5,1367,12.972149,79.162533
18-04-2024,15.17,137.02,63.22,795,12.972149,79.162533
18-04-2024,35.38,156.59,83.69,430,12.972149,79.162533
18-04-2024,65.27,125.54,41.52,1153,12.972149,79.162533
18-04-2024,83.78,147.58,41,1414,12.972149,79.162533
18-04-2024,42.54,151.92,32.24,1042,12.972149,79.162533
18-04-2024,94,168.44,39.06,1613,12.972149,79.162533
18-04-2024,15.14,106.29,44.14,433,12.972149,79.162533
18-04-2024,73.16,146.13,7.97,692,12.972149,79.162533
18-04-2024,71.48,146.25,7.94,620,12.972149,79.162533
18-04-2024,49.85,142.83,32.93,617,12.972149,79.162533
18-04-2024,25.46,121.22,38.11,590,12.972149,79.162533
18-04-2024,27.03,121.57,49.84,856,12.972149,79.162533
18-04-2024,48.11,97.56,55.79,587,12.972149,79.162533
18-04-2024,108.99,125.46,42.09,1423,12.972149,79.162533
18-04-2024,124.01,120.94,40.97,1917,12.972149,79.162533
18-04-2024,20.33,151.24,29.52,471,12.972149,79.162533
18-04-2024,28.93,110.86,34.08,488,12.972149,79.162533
18-04-2024,10.31,104.81,51.44,471,12.972149,79.162533
18-04-2024,6.17,59.29,64.67,172,12.972149,79.162533
18-04-2024,32.36,84.2,62.74,390,12.972149,79.162533
18-04-2024,36.67,124.9,67.84,802,12.972149,79.162533
18-04-2024,47.49,130.27,47.95,1035,12.972149,79.162533
18-04-2024,108.73,133.39,41.76,1477,12.972149,79.162533
18-04-2024,132.47,,44.06,2049,12.972149,79.162533
18-04-2024,74.41,122.06,32.35,1314,12.972149,79.162533
18-04-2024,66.96,123.47,46.91,1215,12.972149,79.162533
18-04-2024,92.86,108.4,46.15,1483,12.972149,79.162533
18-04-2024,134.85,127.68,25.63,1526,12.972149,79.162533
18-04-2024,,,,,12.972149,79.162533
18-04-2024,27.81,91.52,46.78,,12.972149,79.162533
18-04-2024,30.05,123.83,40.63,460,12.972149,79.162533
18-04-2024,35.02,124.25,44.79,700,12.972149,79.162533
18-04-2024,18.78,124.95,51.14,831,12.972149,79.162533
18-04-2024,8.51,167.13,9.36,291,12.972149,79.162533
18-04-2024,4.52,171.32,,132,12.972149,79.162533
18-04-2024,13.79,109.4,63.12,212,12.972149,79.162533
18-04-2024,25.68,71.59,44.82,717,12.972149,79.162533
18-04-2024,22.14,97.02,37,525,12.972149,79.162533
18-04-2024,52.23,99.65,42.05,777,12.972149,79.162533
18-04-2024,10.58,81.19,54.42,807,12.972149,79.162533
18-04-2024,46.93,82.23,67.24,520,12.972149,79.162533
18-04-2024,41.3,94.48,53.57,1171,12.972149,79.162533
18-04-2024,52.37,82.54,56.94,1332,12.972149,79.162533
18-04-2024,31.48,98.31,53.2,1260,12.972149,79.162533
18-04-2024,51.41,101.89,50.69,708,12.972149,79.162533
18-04-2024,70.03,82.76,38.63,1108,12.972149,79.162533
18-04-2024,17.12,72.88,24.38,761,12.972149,79.162533
18-04-2024,37.72,59.98,46.07,541,12.972149,79.162533
18-04-2024,80.75,45.11,36.86,1274,12.972149,79.162533
18-04-2024,54.16,93.54,45.02,1241,12.972149,79.162533
18-04-2024,45.17,118.35,10.65,1210,12.972149,79.162533
18-04-2024,17.14,56.14,,301,12.972149,79.162533
18-04-2024,14.93,51.32,59.78,549,12.972149,79.162533
18-04-2024,15.35,57.4,47.29,414,12.972149,79.162533
18-04-2024,9.58,37.78,60.16,484,12.972149,79.162533
18-04-2024,30.04,75.71,62.24,577,12.972149,79.162533
18-04-2024,39.51,72.1,52.74,862,12.972149,79.162533
18-04-2024,30.62,99.72,57.77,889,12.972149,79.162533
18-04-2024,42.25,119.98,51.56,1001,12.972149,79.162533
18-04-2024,63.29,118.43,50.27,1156,12.972149,79.162533
18-04-2024,13.28,116.67,55.1,691,12.972149,79.162533
18-04-2024,61.15,103.12,63.73,308,12.972149,79.162533
18-04-2024,51.8,111.55,48.08,965,12.972149,79.162533
18-04-2024,14.95,119.43,50.94,1434,12.972149,79.162533
18-04-2024,44.37,118.21,52.22,579,12.972149,79.162533
18-04-2024,0.11,5.25,11.12,,12.972149,79.162533
18-04-2024,0.11,5.58,20.53,31,12.972149,79.162533
18-04-2024,0.11,6.04,30,47,12.972149,79.162533
18-04-2024,0.11,8.02,20.17,49,12.972149,79.162533
18-04-2024,0.11,7.01,30.36,61,12.972149,79.162533
18-04-2024,0.11,7.46,28.84,56,12.972149,79.162533
18-04-2024,0.11,6.94,38.06,62,12.972149,79.162533
18-04-2024,0.11,5.84,22.73,90,12.972149,79.162533
18-04-2024,0.11,8.31,16.15,65,12.972149,79.162533
18-04-2024,0.11,8.22,13.88,55,12.972149,79.162533
18-04-2024,0.11,8.96,13.65,41,12.972149,79.162533
18-04-2024,0.11,8.88,18.67,51,12.972149,79.162533
18-04-2024,0.11,10.45,10.99,48,12.972149,79.162533
18-04-2024,0.11,7.32,11.38,51,12.972149,79.162533
18-04-2024,0.11,6.41,24.02,46,12.972149,79.162533
18-04-2024,0.11,5.58,11.15,61,12.972149,79.162533
18-04-2024,0.11,6.46,20.14,45,12.972149,79.162533
18-04-2024,0.11,6.96,14.28,49,12.972149,79.162533
18-04-2024,0.11,7.66,14.72,50,12.972149,79.162533
18-04-2024,0.11,9.7,17.92,44,12.972149,79.162533
18-04-2024,0.11,8.86,19.75,32,12.972149,79.162533
18-04-2024,0.11,8.56,17.14,23,12.972149,79.162533
18-04-2024,0.11,7.87,18.33,26,12.972149,79.162533
18-04-2024,0.11,10.13,24.73,52,12.972149,79.162533
18-04-2024,0.11,8.24,37.59,141,12.972149,79.162533
18-04-2024,0.11,11.82,33.44,145,12.972149,79.162533
18-04-2024,0.11,6.37,30.61,117,12.972149,79.162533
18-04-2024,0.11,8.48,37.58,79,12.972149,79.162533
18-04-2024,0.11,8.73,27.09,80,12.972149,79.162533
18-04-2024,0.11,7.19,24.62,74,12.972149,79.162533
18-04-2024,0.11,9.69,23.61,67,12.972149,79.162533
18-04-2024,0.63,8.42,28.8,54,12.972149,79.162533
18-04-2024,0.65,7.34,23.8,100,12.972149,79.162533
18-04-2024,0.63,7.79,24.1,87,12.972149,79.162533
18-04-2024,0.76,16.45,14.82,81,12.972149,79.162533
18-04-2024,0.57,5.43,17.49,40,12.972149,79.162533
18-04-2024,0.5,5.82,21.15,85,12.972149,79.162533
18-04-2024,0.47,8.78,19.68,50,12.972149,79.162533
18-04-2024,0.58,6.48,23.82,88,12.972149,79.162533
18-04-2024,0.68,7.19,25.56,71,12.972149,79.162533
18-04-2024,0.85,10.64,21.94,93,12.972149,79.162533
18-04-2024,0.64,7.02,28.86,101,12.972149,79.162533
18-04-2024,0.57,5.32,31.71,82,12.972149,79.162533
18-04-2024,0.64,6.61,36.65,115,12.972149,79.162533
18-04-2024,0.88,5.06,33.86,96,12.972149,79.162533
18-04-2024,0.69,5.9,35.06,92,12.972149,79.162533
18-04-2024,0.7,5.59,26.59,90,12.972149,79.162533
18-04-2024,0.97,5.74,17.35,84,12.972149,79.162533
18-04-2024,0.67,10.7,27.24,81,12.972149,79.162533
18-04-2024,0.58,9.37,29.44,88,12.972149,79.162533
18-04-2024,0.71,7.02,28.63,92,12.972149,79.162533
18-04-2024,0.63,11.09,21.69,83,12.972149,79.162533
18-04-2024,0.54,11.08,26.09,90,12.972149,79.162533
18-04-2024,0.68,11.05,27.65,71,12.972149,79.162533
18-04-2024,1.07,13.23,27.34,110,12.972149,79.162533
18-04-2024,0.74,11.76,41.97,74,12.972149,79.162533
18-04-2024,0.71,10.1,38.27,92,12.972149,79.162533
18-04-2024,0.73,13.65,34.85,95,12.972149,79.162533
18-04-2024,0.54,10.4,43.27,100,12.972149,79.162533
18-04-2024,0.56,10.92,35.12,86,12.972149,79.162533
18-04-2024,0.41,8.19,29.38,77,12.972149,79.162533
18-04-2024,0.46,6.87,19.9,47,12.972149,79.162533
18-04-2024,0.47,8.55,23.3,41,12.972149,79.162533
18-04-2024,0.52,12.72,30.14,70,12.972149,79.162533
18-04-2024,0.48,8.42,30.96,68,12.972149,79.162533
18-04-2024,0.52,9.84,28.3,54,12.972149,79.162533
18-04-2024,0.59,2.1,17.05,50,12.972149,79.162533
